notSyllabified	numeric
maple	 10100
four	 1000
hotter	 100100
undecided	 101010010
spreader	 10000010
duff	 1000
retard	 101000
bier	 1010
far	 100
atmospheric	 10101000010
understandable	 10100100001100
permutation	 10010101000
prayer	 100010
noteworthy	 1000100100
hcf	 100
alternation	 10100101000
marge	 10000
compute	 1001000
afraid	 110000
announce	 10100000
alcoholic	 101010010
astrometric	 10100100100
psychotherapist	 100100001011000
ample	 10100
sunrise	 1001000
within	 100010
churn	 10000
ensuring	 10100100
delete	 101000
compromising	 100100100100
coordination	 101010101000
debtor	 100100
liza	 1010
hardball	 10001000
midweek	 1001000
contentment	 10010001000
spicy	 10001
cairn	 10000
zing	 1000
gnu	 100
early	 10010
phenotype	 100011000
hirsute	 1000100
prudent	 1001000
tufted	 100010
sentient	 10010100
low	 100
dermatology	 10010100110
leak	 1000
pissed	 100000
maritime	 10011000
misguided	 100100010
downs	 10000
magnificence	 100100110000
equivalently	 101001100010
typist	 101100
productive	 1001001000
indigestion	 10101001000
alpine	 101000
perishable	 1001001100
producing	 100100100
characterised	 1000101001000
privacy	 1000110
hetero	 100101
sue	 100
billionaire	 10010001000
peerless	 10001000
musically	 101010010
digest	 101000
sank	 1000
sarcoma	 1001011
taxpayer	 10010010
placental	 100100100
armament	 10011000
pylon	 10100
paves	 10000
admit	 10100
rondo	 10010
tanker	 100010
susceptible	 10010010100
heretical	 101001100
visage	 100100
renormalization	 101001001101000
stove	 10000
misuse	 100100
michigan	 10001100
prescribed	 1001000000
crumble	 1000100
trustworthiness	 100001001001000
nailer	 100010
audible	 1001100
propulsion	 1001001000
blended	 1000010
checkerboard	 100001010000
audio	 10101
transferring	 100001001000
thaw	 1000
gross	 10000
custodial	 100101010
fanfare	 1001000
sick	 1000
overhang	 11001000
drapes	 100000
telecommunication	 10011001010101000
ejaculating	 11001100100
spiral	 100100
maturity	 10100110
precaution	 1001001000
reposition	 1001101000
apples	 101000
heller	 100010
neoplasm	 10110000
yell	 1000
portal	 100100
shamanism	 100010100
calendar	 10010100
premature	 100101000
accrued	 1010000
graciously	 1001000010
enlarger	 10100010
midsummer	 100100100
incredible	 1010001100
elsewhere	 100010000
choral	 100010
isle	 1100
soak	 1000
reduced	 1010000
unfaithful	 1010000100
distributable	 1001000101100
danny	 10010
searcher	 10000010
acquaintance	 101000001000
reputable	 101001100
shrike	 100000
legally	 1010010
reissue	 1000100
incest	 101000
actor	 10100
heuristic	 100100100
collusion	 100101000
glare	 10000
lacking	 1000100
tear	 1000
ethnically	 1001010010
woodcraft	 100010000
insect	 101000
waterfall	 101001000
watch	 10000
mailbag	 1000100
extinguisher	 101001000010
truer	 10010
dielectric	 1011001000
derogation	 1001101000
prolactin	 100100100
humiliated	 1010011010
disturbance	 10010001000
funniest	 10010100
blasphemy	 100010001
awe	 100
squaw	 10000
smelt	 10000
retrieving	 1010000100
indexes	 1010010
bottleneck	 1001001000
platform	 10001000
succeed	 1001000
swastika	 10001010
agave	 11000
schilling	 100001000
bookworm	 10001000
dilatation	 1001101000
plum	 1000
coincided	 100010010
magnesium	 100101010
kang	 1000
attempt	 1010000
impediment	 1010011000
appointed	 101000010
adjacent	 10101000
piece	 10000
panier	 100110
parallel	 10010100
hardback	 10001000
windmill	 10001000
grommet	 1000100
flipping	 10001000
rel	 100
papaya	 101010
webby	 10010
lawn	 1000
fox	 100
mammalian	 100101110
fork	 1000
extracellular	 1010010010100
approving	 101000100
pancreas	 10010010
instructive	 10100001000
relaxation	 1001111000
kahuna	 101010
referring	 101001000
central	 1001000
chiropractor	 100101000100
raised	 100000
expanded	 10100010
repulsion	 101001000
drafter	 1000010
hammock	 1001000
zoo	 100
fugue	 10000
dirty	 10001
tabular	 1001100
mould	 10000
wept	 1000
practice	 10001000
underpinned	 10100100000
cuesta	 101010
sprung	 100000
apart	 11000
uke	 100
rousing	 1000100
metronome	 100101000
accident	 10101000
mane	 1000
shipping	 10001000
biogeography	 101100010100
intertidal	 1010010100
troll	 10000
probe	 10000
mousse	 100000
locker	 100010
peptic	 100100
normally	 10010010
transmission	 100001001000
cement	 100100
association	 10101011000
stabilized	 1001010000
peculiarly	 1010101010
bidder	 100100
alluvial	 10101010
baton	 10100
priming	 1000100
flaps	 10000
talk	 1000
finder	 100100
scripture	 100001000
touchdown	 100001000
teammate	 10001000
artic	 10100
jazzy	 10010
centerline	 1001001000
leno	 1010
fling	 10000
atelier	 1001010
prose	 10000
privately	 100100010
munitions	 101010000
newborn	 1001000
fairies	 1000100
thane	 10000
zirconium	 100101010
rayon	 10010
winery	 100101
inferring	 101001000
accessory	 101001010
instructions	 101000010000
plague	 100000
large	 10000
head	 1000
intensive	 101001000
outstanding	 10010000100
before	 101000
system	 100100
thankfully	 1000010010
coin	 1000
issuing	 1010100
promontory	 1000101010
traveler	 10001010
motorway	 10100100
thorium	 1001110
cardinal	 10010100
summertime	 1001001000
quirky	 100001
curing	 100100
modelled	 10010000
displacing	 1001000100
trendy	 100001
arrest	 101000
pandora	 1001010
computation	 10010101000
brunt	 10000
wonderful	 100100100
sliding	 1000100
employer	 10100010
picky	 10001
slam	 1000
remuneration	 101001011000
purr	 1000
eagle	 10100
disposed	 10010000
weirdo	 100010
hose	 1000
bunting	 1000100
vary	 1001
embolism	 10100100
able	 1100
second	 100100
encoded	 1010010
centralization	 10010001101000
thirteen	 10001000
preferential	 100010101000
newly	 10010
elastomer	 110010010
monotonous	 1011101000
papyrus	 1001100
kit	 100
breech	 100000
skeet	 10000
div	 100
mailed	 100000
badness	 1001000
capote	 101000
prejudiced	 1000110000
hakeem	 100100
compose	 1001000
desist	 101000
quadratic	 100010010
undressed	 101000000
traversal	 100010100
tutto	 10010
romper	 100010
gabber	 100100
uterus	 110010
procrastination	 100100010101000
devoted	 1010010
colossal	 10100100
spiel	 10000
empress	 1010000
bobsled	 1001000
chino	 10010
disrespectful	 1001010000100
profiler	 10010010
groceries	 100010100
wrestling	 100010000
scr	 100
quality	 1000110
aromatic	 10110010
juggernaut	 1001001000
campanile	 100101000
digitizing	 1001110100
resetting	 101001000
biomedical	 1011001100
accompanied	 10100101000
linden	 100100
saviour	 1010000
upwards	 1010000
loudness	 10001000
castor	 100100
aversion	 11001000
sacrament	 100101000
welsh	 10000
skirt	 10000
jolt	 1000
attestation	 10100101000
fluidity	 10000110
cleverly	 10001010
secretory	 100101010
managing	 10010100
bring	 10000
beachcomber	 10000100100
gipsy	 10010
hostage	 1000100
ascent	 101000
ocular	 101100
defy	 1010
adoption	 11001000
causing	 1000100
unreadable	 1010001100
sunshine	 10010000
laminated	 100110010
dimly	 10010
lobo	 1010
possibility	 10010100110
exhale	 101000
paltry	 100100
tuning	 100100
holiness	 10101000
small	 10000
alleviation	 10101011000
fragrant	 10010000
corkscrew	 100010000
negligence	 1001010000
colonialism	 10101010100
lagging	 1001000
store	 10000
overturn	 11001000
bacterial	 100101010
beggar	 100100
repeatedly	 1010001010
tint	 1000
guardian	 10001010
obsoleted	 101010010
categorized	 10011010000
taco	 1010
derailleur	 1010001000
granddaughter	 1000010000100
apology	 1100110
definite	 10011000
shoe	 1000
statistics	 1001001000
leucine	 1001000
diminutive	 1001101000
fortune	 1001000
regimen	 1001100
clumsy	 100001
accumulated	 10101010010
flute	 10000
phenomena	 100101010
generalist	 1001010100
pinstripe	 100100000
francophone	 10001010000
scrubbing	 100001000
curative	 10101000
attentive	 101001000
elevation	 101101000
sully	 10010
sorcerer	 10010010
bong	 1000
renounce	 10100000
inducement	 1010001000
enthusiasm	 1010010100
unusable	 10110100
pyramid	 1010010
fanny	 10010
honda	 10010
pills	 10000
housewife	 100001000
crit	 1000
folic	 10010
vagabond	 10011000
beginning	 101001000
synaptic	 10110100
stiletto	 10010010
primer	 100010
rocky	 10001
bribe	 10000
reef	 1000
judging	 1000100
sterling	 10001000
expresso	 10100010
lambert	 1001000
tourist	 1000100
recording	 101000100
kismet	 100100
agglomeration	 1010001011000
combination	 10010101000
facia	 10101
measurable	 1000101100
salivary	 10011001
stand	 10000
transformer	 10000100010
gaudy	 10001
declined	 10100000
humanist	 10100100
hydride	 1010000
impedance	 101010000
chat	 1000
parkin	 100100
stetson	 1000100
overthrow	 110010000
insurer	 1010010
cute	 1000
gotten	 100100
swath	 10000
vanquish	 10010000
lichen	 100010
scotch	 100000
chamois	 1001000
rollback	 10001000
tropical	 10001100
swain	 10000
entanglement	 101001001000
profusely	 100100010
ridden	 100100
now	 100
litigation	 1001101000
cobwebs	 1001000
sent	 1000
preferentially	 10001010100010
undefined	 101010000
stability	 100100110
environ	 1010100
shirt	 10000
graveyard	 100001000
dismal	 100100
shave	 10000
wigan	 10100
radial	 101010
coefficient	 10101010000
lemma	 10010
unskilled	 101000000
astrophysical	 1010010001100
stylistic	 100010100
jee	 100
dialectic	 101100100
bog	 100
sickness	 10001000
seashell	 10000100
corporal	 10010100
terrorism	 100100100
deficient	 101010000
crap	 1000
woodpecker	 1000100010
split	 10000
crazed	 100000
revolutionaries	 100110100010100
defray	 101000
recognizable	 101001010100
peruse	 100100
pea	 100
rallied	 1001000
feeling	 1000100
prim	 1000
insecurity	 1010101010
camellia	 10100101
restored	 10100000
milt	 1000
coleoptera	 1010101001
bale	 1000
jaap	 1000
renew	 10100
colleen	 1001000
click	 10000
notions	 1010000
diving	 100100
intelligence	 101001010000
ranking	 1000100
foetus	 101100
simulate	 10011000
assemble	 10100100
byway	 10100
waders	 101000
ladder	 100100
midnight	 10010000
quaint	 100000
burned	 100000
marquee	 1001000
oxen	 1010
nye	 100
pamper	 100110
ibis	 1100
hat	 100
fine	 1000
chopping	 10001000
intuitive	 101011000
misunderstood	 1001010010000
commando	 10010010
risky	 10001
characterizing	 10001010010100
cite	 1000
larder	 100010
jet	 100
quark	 10000
base	 1000
wail	 1000
criminology	 10001100110
slay	 1000
warp	 1000
statistician	 100010101000
motoring	 10100100
tongued	 1000000
gasoline	 10011000
unsubscribing	 1010010000100
bursa	 10010
analog	 101100
cogent	 101000
metabolism	 1001100100
caller	 100010
licensing	 101001000
pickin	 100010
coincident	 1000101000
swelling	 10000100
pinto	 10010
legion	 101000
beth	 1000
civilisation	 100110101000
faq	 100
aquarium	 11000110
rigging	 1001000
quarantine	 1000101000
chippendale	 10001001000
pacemaker	 100010010
butte	 10000
sawdust	 1001000
maharaja	 10100110
neither	 1000010
sporadically	 100100110010
one	 100
incomplete	 1010010000
flatiron	 10010100
interrogate	 10100101000
rhinestone	 1000010000
stuck	 10000
transitory	 1000101011
horde	 10000
custody	 1001010
famed	 10000
housekeeper	 10000100010
daman	 10100
blessing	 10000100
mushy	 10001
assuming	 10100100
leviathan	 101011000
congruent	 100100100
lobster	 1001000
ligand	 101000
spread	 100000
mandibular	 1001001100
reset	 10100
unwarranted	 10100100010
experiential	 101010101000
gene	 1000
holiday	 1001100
bowery	 100101
pluralism	 100100100
lated	 10010
mead	 1000
ann	 100
pap	 100
newsprint	 100100000
imperialist	 10101010100
molestation	 10011011000
octopus	 1010100
slur	 1000
olfactory	 101001010
silencer	 10100010
bismuth	 1001000
fedora	 100110
lotion	 101000
blizzard	 10001000
pullover	 10010110
virtuous	 10010100
ascribe	 1110000
caving	 100100
pragmatic	 100010010
prestigious	 10001010000
scenery	 1000101
transported	 10000100010
categorization	 10011010101000
cavendish	 100101000
formal	 100100
ivory	 11010
tracing	 1000100
anecdote	 10101000
collision	 100101000
translate	 100001000
painted	 1000010
investor	 10100100
missile	 1001000
lire	 1000
bowman	 100100
educate	 1011000
arteriosclerosis	 1010101100010100
scientist	 100101000
tamarack	 10011000
nuclei	 101001
principled	 1000101000
tumble	 100100
giro	 1010
therefore	 100001000
multidimensional	 1001001100100010
horizontally	 100110010010
boldface	 10001000
threefold	 100001000
ombre	 10100
uniformity	 1101001110
astonishment	 101001001000
distinct	 10010000
photograph	 1001010000
surveyor	 10010010
grantee	 1000100
symposium	 100101010
blacklist	 100001000
backstroke	 1000100000
myocardium	 1011001010
nonpublic	 100100100
intercollegiate	 101001001010000
unassigned	 1010100000
fabric	 101000
legged	 100100
irrespective	 101010001000
aureus	 101010
regeneration	 101001011000
squall	 100000
kitsch	 100100
hearth	 100000
lineage	 1000100
deacon	 100100
crane	 10000
loud	 1000
complement	 1001001000
proclaim	 10010000
gelatin	 1001100
geriatric	 100110100
donating	 10100100
choruses	 10010010
leave	 10000
secretly	 10100010
pausing	 1000100
dermatitis	 1001010100
candler	 1001000
air	 100
puritan	 1010100
glue	 1000
cellular	 10010100
reunification	 1011010101000
sunflower	 100100010
alchemist	 101001000
hypersensitivity	 1010010010100110
entail	 101000
classic	 1000100
backflow	 10001000
impoverished	 101001010000
increased	 101000000
canned	 100000
jogging	 1001000
habitation	 1001101000
planter	 1000100
decorum	 1001100
untranslated	 101000010010
blurb	 10000
piety	 10110
hubble	 100100
variety	 1001110
betting	 1001000
comet	 10010
midget	 100100
dilute	 101000
theory	 100110
encyclopedia	 101010010101
baptised	 10010000
alignment	 110001000
biceps	 101000
glove	 10000
upbeat	 101000
reorganize	 1010100100
banker	 100010
polypeptide	 10011001000
anaconda	 10110010
vein	 1000
auditor	 1010100
burlesque	 100100000
baccarat	 10010100
swot	 1000
turntable	 100001100
balancing	 100100100
hypothermia	 10101000101
discussion	 1001001000
charitable	 1000111100
immunologic	 10101010010
airbus	 100100
pars	 1000
specialized	 10010001000
warbler	 1001000
woe	 100
studying	 10000100
optical	 1010100
inlet	 10100
influenced	 1010010000
fluoride	 10011000
commend	 1001000
eater	 10010
workbook	 10001000
club	 1000
bloody	 100001
dyslexia	 10010011
hairdressing	 100010000100
theism	 100100
pes	 100
anabolic	 10110010
belting	 1000100
justifiable	 10010101100
tragically	 1000110010
bachelor	 10001100
jig	 100
burying	 1001100
gauche	 100000
camper	 100100
discography	 10010010100
foothill	 10000100
lucida	 101010
gooey	 10001
slut	 1000
plump	 10000
imbued	 101000
radios	 101010
neutrino	 10010010
bronchial	 100010010
procuring	 100100100
defensive	 101001000
isolate	 1101000
urn	 100
dukes	 10000
commercialization	 10010010001101000
backhand	 10001000
shop	 1000
solve	 10000
randomly	 10010010
askew	 10100
suitably	 10001100
reproducing	 10100100100
cypher	 101000
rho	 100
marauder	 10010110
moniker	 1010010
motel	 10100
darling	 1001000
cook	 1000
aged	 1000
prophesy	 10000110
dietetics	 101100100
woman	 10010
palisades	 100110000
glob	 1000
chron	 10000
internationalization	 10100101000101101000
breeze	 100000
altruistic	 1010010100
archer	 101000
chine	 10000
botanic	 1010010
evaporative	 11001101000
hanky	 10001
choose	 100000
momentarily	 10100100110
stubble	 1000100
aver	 1010
scorecard	 100001000
levelling	 100101000
foreign	 1001000
snips	 10000
carter	 100100
heart	 10000
socialite	 101000100
eschatology	 10100100110
birthplace	 1000010000
tut	 100
taut	 1000
activator	 101010100
funds	 10000
dredge	 100000
nineteen	 10011000
neath	 10000
exon	 1010
commercial	 1001001000
phonology	 100100110
hiller	 100010
lily	 1010
tenderloin	 1001001000
conga	 10010
