syllabified	notSyllabified	numeric
quin;tes;sence	quintessence	100010010000
float;er	floater	1000010
plead;ings	pleadings	100001000
clank	clank	10000
bi;o;tech;nol;o;gy	biotechnology	1011000100110
spray;er	sprayer	1000010
i;on	ion	110
murk;y	murky	10001
re;nounced	renounced	101000000
e;di;tion	edition	1101000
pe;ri;od;i;cal;ly	periodically	101010110010
si;nus;oi;dal	sinusoidal	1010010100
med;i;care	medicare	10011000
sunk	sunk	1000
bum;mer	bummer	100100
ind	ind	100
spon;ta;ne;i;ty	spontaneity	10001010110
dis;solv;ing	dissolving	1001000100
an;y;how	anyhow	101100
bear;ish	bearish	1000100
life	life	1000
dis;put;ing	disputing	100100100
ab;sence	absence	1010000
i;on;o;sphere	ionosphere	1101100000
cru;sad;er	crusader	10010010
vague;ly	vaguely	1000010
whip;ping	whipping	10001000
ca;dence	cadence	1010000
ap;prox;i;ma;tion	approximation	1010001101000
fore;front	forefront	100010000
dis;sem;i;nat;ed	disseminated	100100110010
con;ten;tion	contention	1001001000
ef;fi;cient	efficient	101010000
lay;ing	laying	100100
ex;ec;u;tor	executor	10101100
pop;corn	popcorn	1001000
lin;guis;tic	linguistic	1001000100
av;er;aged	averaged	10101000
ter;ri;er	terrier	1001010
li;ber	liber	10100
bi;o;feed;back	biofeedback	10110001000
char	char	1000
syn;chro	synchro	1001000
var;i;cose	varicose	10011000
suc;ces;sor	successor	100100100
gold;stone	goldstone	100010000
i;de;al;ly	ideally	1101010
peck;er	pecker	100010
sub;cu;ta;ne;ous	subcutaneous	100101010100
palm;er	palmer	100010
on;to	onto	1010
par;tic;i;pat;o;ry	participatory	1001001100110
veiled	veiled	100000
se;cret	secret	101000
im;pres;sive;ly	impressively	101000100010
in;ter;po;la;tion	interpolation	1010010101000
un;lined	unlined	1010000
out;fit;ting	outfitting	1001001000
slo;gan	slogan	100100
gouache	gouache	1000000
en;gage;ment	engagement	1010001000
ar;tic;u;lat;ing	articulating	101001100100
less	less	1000
earn;er	earner	100010
dis;a;gree;ing	disagreeing	10011000100
lex;i;cal	lexical	1001100
dark;en	darken	100010
wench	wench	10000
spar	spar	1000
nor	nor	100
toad	toad	1000
pe;ri	peri	1010
kill;ing	killing	1000100
mem;oir	memoir	100100
wor;thi;ness	worthiness	1001001000
har;le;quin	harlequin	100101000
sound	sound	10000
roy;ale	royale	100100
a;mine	amine	11000
arcs	arcs	1000
right;ful;ly	rightfully	1000010010
quote	quote	10000
re;de;sign	redesign	10101000
se;cu;ri;ty	security	10101010
boun;ty	bounty	100010
bom;bar;dier	bombardier	1001001000
re;call	recall	101000
ex;em;pla;ry	exemplary	101010010
vet;er;i;nar;i;an	veterinarian	100101100110
us;age	usage	10100
who	who	100
bet;ter	better	100100
car;di;ac	cardiac	1001010
ap;proved	approved	10100000
treas;ur;y	treasury	10000101
class;room	classroom	100001000
ad;mit;tance	admittance	1010010000
at;trac;tor	attractor	101000100
im;ag;ine	imagine	1010100
bean;o	beano	10001
house	house	10000
in;ter;con;nec;tion	interconnection	101001001001000
fetch	fetch	10000
ther;a;peu;tic	therapeutic	10001100100
un;in;sured	uninsured	101010000
ma;nip;u;lat;ed	manipulated	10100110010
rea;son;ing	reasoning	100100100
fal;ter	falter	100100
first;ly	firstly	1000010
my;e;loid	myeloid	1011000
thou;sand	thousand	10001000
car	car	100
par;ti	parti	10010
silt;y	silty	10001
un;help;ful	unhelpful	101000100
for;get;ting	forgetting	1001001000
kind;ly	kindly	100010
lev;in	levin	10010
pix;el	pixel	10010
ex;ten;si;ble	extensible	1010010100
trem;ble	tremble	1000100
feist	feist	10000
cheque	cheque	100000
prog;nos;tic	prognostic	1000100100
ring;ers	ringers	1000100
a;las	alas	1100
cop;y;writ;er	copywriter	1001100010
fizz	fizz	1000
tad;pole	tadpole	1001000
squeez;ing	squeezing	100000100
ref;er;en;dum	referendum	1001010100
id;i;o;cy	idiocy	101110
re;liev;ing	relieving	101000100
spit;fire	spitfire	10001000
un;pre;dict;a;ble	unpredictable	1010010001100
fren;zied	frenzied	10001000
mile	mile	1000
burg;er	burger	100010
mag;ni;fi;ca;tion	magnification	1001010101000
ac;cred;i;ta;tion	accreditation	1010001101000
con;sti;tut;ing	constituting	100100100100
pile	pile	1000
sun;di;al	sundial	1001010
ma;jor;i;ty	majority	10100110
bi;ased	biased	101000
whoops	whoops	100000
in;ap;pro;pri;ate;ly	inappropriately	101010010010010
cud	cud	100
au;then;ti;cat;ed	authenticated	1010001010010
dart	dart	1000
in;au;gu;rat;ed	inaugurated	10101010010
neph;ew	nephew	100010
lib;er;ty	liberty	1001010
civ;i;lized	civilized	100110000
cas;cade	cascade	1001000
re;dis;cov;er	rediscover	1010010010
ac;cept;a;bil;i;ty	acceptability	1010001100110
bal;lot;ing	balloting	100100100
bloom;er	bloomer	1000010
weight;lift;ing	weightlifting	1000001000100
prowl	prowl	10000
hys;te;ri;a	hysteria	10010101
a;cous;tic	acoustic	11000100
dep;re;cat;ed	deprecated	1001010010
an;na	anna	1010
chop;py	choppy	100010
syn;er;gis;tic	synergistic	10010100100
ko;na	kona	1010
way	way	100
head;light	headlight	100010000
fau;na	fauna	10010
ex;ci;sion	excision	10101000
trey	trey	1000
out;sid;er	outsider	10010010
un;oc;cu;pied	unoccupied	1010101000
un;sat;is;fied	unsatisfied	10100101000
grap;ple	grapple	1000100
ap;pen;dix;es	appendixes	1010010010
ob;nox;ious	obnoxious	101001000
fi;bre	fibre	10100
broth;er;ly	brotherly	100001010
var;i;ance	variance	10011000
non;stop	nonstop	1001000
clash	clash	10000
mi;lieu	milieu	101000
dark;ness	darkness	10001000
mid;dle	middle	100100
u;nit;ed	united	110010
bowl	bowl	1000
con;tin;u;a	continua	10010011
a;nal;y;sis	analysis	11001100
gem;ma	gemma	10010
e;mo;tion;al;ly	emotionally	11010001010
gadg;et	gadget	100010
zos;ter	zoster	100100
coat;ing	coating	1000100
un;con;scious	unconscious	10100100000
ex;am;ined	examined	10101000
mutt	mutt	1000
wood;house	woodhouse	100010000
mal;ice	malice	100100
in;ge;nu;i;ty	ingenuity	101010110
bing	bing	1000
in;ter;cep;tor	interceptor	10100100100
laun;dry	laundry	1000100
out;raged	outraged	10010000
heart;i;ly	heartily	10000110
re;try	retry	10100
cot;ton	cotton	100100
lah	lah	100
will;ing;ly	willingly	100010010
con;ju;gat;ed	conjugated	1001010010
pen;g	peng	1001
news;wor;thy	newsworthy	1000100100
cy;cli;cal	cyclical	10100100
la;ment	lament	101000
moth;er;ing	mothering	100010100
pru;dence	prudence	10010000
car;mel	carmel	100100
ath;lete	athlete	1001000
in;trac;ta;ble	intractable	10100010100
days	days	1000
tip;ping	tipping	1001000
fail;ure	failure	1000100
ac;cel;er;at;ing	accelerating	101001010100
hecht	hecht	10000
shear	shear	10000
app	app	100
econ	econ	1000
tran;scend;ence	transcendence	1000100001000
in;ter;fer;ing	interfering	10100100100
ail;ing	ailing	100100
none	none	1000
hom;o;log	homolog	1001100
joe	joe	100
heat;ed	heated	100010
co;chin	cochin	101000
bot;a;ny	botany	100110
an;tic;i;pat;ed	anticipated	10100110010
cpd	cpd	100
snow	snow	1000
scarce;ly	scarcely	10000010
bac;te;ri;um	bacterium	100101010
fraud	fraud	10000
burst;ing	bursting	10000100
slip;page	slippage	10001000
bi;no;mi;al	binomial	10101010
shad;y	shady	10001
ret;ro;spec;tive;ly	retrospectively	100101000100010
sot	sot	100
slug;gish	sluggish	10001000
ac;ne	acne	1010
man;tel	mantel	100100
ges;tion	gestion	1001000
i;tin;er;ant	itinerant	110010100
ar;dent	ardent	101000
child;less	childless	100001000
en;sue	ensue	10100
bet;ty	betty	10010
de;ter	deter	10100
cun;ning	cunning	1001000
de;light;ful;ly	delightfully	101000010010
tu;bal	tubal	10100
in;gle	ingle	10100
dream;y	dreamy	100001
swish	swish	10000
pop;lar	poplar	100100
vee	vee	100
as;sis;tance	assistance	1010010000
de;ter;rence	deterrence	1010010000
pol;lu;tion	pollution	100101000
trans;con;ti;nen;tal	transcontinental	1000010010100100
ad;ju;tant	adjutant	10101000
pit;ted	pitted	100100
small;pox	smallpox	10000100
pinch	pinch	10000
lear	lear	1000
bull;doz;er	bulldozer	100010010
ours	ours	1000
breez;y	breezy	100001
strip;per	stripper	10000100
vol;un;teer	volunteer	100101000
weak;ness	weakness	10001000
re;spon;si;bly	responsibly	10100010100
in;fect	infect	101000
mar	mar	100
pod	pod	100
tit	tit	100
eight;een	eighteen	10000100
ge;o;met;ri;cal	geometrical	10110010100
re;port;a;ble	reportable	1010001100
cy;to;ge;net;ic	cytogenetic	10101010010
in;ter;fa;cial	interfacial	10100101000
con;vey;or	conveyor	10010010
la;belled	labelled	10100000
laugh	laugh	10000
hel;i;cal	helical	1001100
in;quir;er	inquirer	10100010
sup;ple;ment	supplement	1001001000
dis;con;tin;ued	discontinued	100100100100
e;phem;er;a	ephemera	11000101
och	och	100
cheap	cheap	10000
loop;hole	loophole	10001000
prox;i;mate	proximate	100011000
la;ten;cy	latency	1010010
ad;di;tion;al;ly	additionally	101010001010
dis;cov;er;ies	discoveries	10010010100
im;mune	immune	101000
in;ter;lock	interlock	101001000
so;cial;ized	socialized	1010001000
spa;cious	spacious	10010000
re;as;sur;ance	reassurance	10101001000
crit;i;cise	criticise	100011000
hy;per;ten;sion	hypertension	101001001000
gym;na;si;um	gymnasium	100101010
swirl	swirl	10000
bi;as	bias	1010
wak;ing	waking	100100
snot	snot	1000
co;hort	cohort	101000
bi;o;log;i;cal;ly	biologically	101100110010
toss	toss	1000
fenc;ing	fencing	1000100
re;ar;rang;ing	rearranging	10101000100
hodge	hodge	10000
mom;my	mommy	10010
tri;um;phant	triumphant	1001010000
sta;di;ums	stadiums	10010100
bloat	bloat	10000
tex;tu;al	textual	1001010
gon;na	gonna	10010
e;lab;o;rate	elaborate	110011000
na;pier	napier	101000
ac;ci;den;tal;ly	accidentally	101010010010
net;ted	netted	100100
fug	fug	100
veg;e;tar;i;an;ism	vegetarianism	1001100110100
thread;less	threadless	1000001000
rhi;noc;er;os	rhinoceros	1001001010
per;mis;si;ble	permissible	10010010100
pre;side	preside	1001000
co;hosh	cohosh	101000
es;carp;ment	escarpment	1010001000
cam;e;o	cameo	10011
den;ture	denture	1001000
ad;ven;tur;ous	adventurous	10100100100
sen;su;al	sensual	1001010
surg	surg	1000
re;dis;trib;ute	redistribute	101001000100
check;up	checkup	1000010
al;ex;an;der	alexander	101010100
to;tal	total	10100
gross;es	grosses	1000010
hy;dro;chlo;ro;thi;a;zide	hydrochlorothiazide	1010010001010011000
cor;rupt	corrupt	1001000
con;cise	concise	1001000
ab;sorb	absorb	101000
vit;a;min	vitamin	1001100
pref	pref	1000
mil;len;ni;a	millennia	100100101
fa;vour;ite	favourite	101000100
pub;li;cized	publicized	1001010000
snake	snake	10000
rag;ged;y	raggedy	1001001
e;lon;gat;ed	elongated	110010010
e;cu	ecu	110
big;ot	bigot	10010
at;tend;ance	attendance	1010001000
doc;u;men;ta;tion	documentation	1001100101000
as;sem;bler	assembler	101001000
ratch;et	ratchet	1000010
ap;pli;cant	applicant	101001000
sur;ren;der	surrender	100100100
pig;gy;back	piggyback	100101000
tag;ging	tagging	1001000
as;sur;ance	assurance	101001000
al;bu;min	albumin	1010100
en;dured	endured	1010000
dom;i;no	domino	100110
in;cog;ni;to	incognito	101001010
ge;o;po;lit;i;cal	geopolitical	101101001100
syn;op;sis	synopsis	10010100
hand;y;man	handyman	10001100
o;ral	oral	1100
flat;ten	flatten	1000100
proph;y;lac;tic	prophylactic	100001100100
co;sine	cosine	101000
i;so;trop;ic	isotropic	110100010
gran;di;ose	grandiose	100010100
re;or;gan;i;za;tion	reorganization	10101001101000
soy	soy	100
sen;so;ry	sensory	1001010
scape	scape	10000
glu;ing	gluing	100100
mel;on	melon	10010
mar;quis	marquis	1001000
cor;do;ba	cordoba	1001010
sharp	sharp	10000
pow;er;boat	powerboat	100101000
gall;blad;der	gallbladder	10001000100
de;vis;ing	devising	10100100
han;sel	hansel	100100
closed	closed	100000
pre;fix	prefix	100100
shut;down	shutdown	10001000
in;cep;tion	inception	101001000
brought	brought	1000000
prac;ti;tion;er	practitioner	100010100010
sas;sa;fras	sassafras	100101000
cal;i;brat;ing	calibrating	10011000100
o;ri;en;tat;ed	orientated	1101010010
dwarf	dwarf	10000
bi;lin;gual	bilingual	101001000
dis;cre;tion	discretion	1001001000
e;rased	erased	110000
con;sum;mate	consummate	1001001000
ex;clude	exclude	1010000
cok;er	coker	10010
as;tro;pho;tog;ra;phy	astrophotography	1010010010010100
kal;i	kali	1001
un;com;fort;a;ble	uncomfortable	1010010001100
col;lec;tion	collection	1001001000
un;sup;port;ed	unsupported	10100100010
fa;vors	favors	101000
sub;sti;tut;ed	substituted	10010010010
sto;ry;tell;er	storyteller	10010100010
ctr	ctr	100
dil;i;gence	diligence	100110000
wa;ter	water	10100
dy;na;mo	dynamo	101010
shoot;er	shooter	1000010
scoot;er	scooter	1000010
not;ed	noted	10010
walk;a;bout	walkabout	100011000
cha;me;le;on	chameleon	100101010
awn;ing	awning	100100
lu;na;tic	lunatic	1010100
a;lu;mi;na	alumina	1101010
it;self	itself	101000
im;mor;tal;i;ty	immortality	10100100110
wand	wand	1000
kef	kef	100
clem	clem	1000
tax;i;der;my	taxidermy	100110010
ot;to	otto	1010
bake	bake	1000
sub;sid;i;ar;ies	subsidiaries	100100110100
bag;ging	bagging	1001000
as;ses	asses	10100
tra;jec;to;ry	trajectory	1001001010
wher;ev;er	wherever	10001010
cat;a;lyzed	catalyzed	100110000
com;pet;i;tive	competitive	10010011000
dis;til;late	distillate	1001001000
pla;gia;rism	plagiarism	1001001000
cap;tive	captive	1001000
box;ing	boxing	100100
mo;men;tous	momentous	101001000
es;pa;nol	espanol	1010100
prawn	prawn	10000
post;op;er;a;tive	postoperative	1000101011000
vi;al	vial	1010
met;ro	metro	10010
sit;u;at;ed	situated	10011010
creep;ing	creeping	10000100
dare;dev;il	daredevil	100010010
daft	daft	1000
syn;thet;ic	synthetic	100100010
me;di;e;val	medieval	10101100
e;quip	equip	11000
es;tra;di;ol	estradiol	101001010
de;cant;er	decanter	10100010
fixed	fixed	10000
green;hous;es	greenhouses	10000100010
cer;e;bral	cerebral	10011000
un;clear	unclear	1010000
des;ig;nat;ing	designating	10010100100
in;di;vid;u;al;ized	individualized	10101001101000
en;forc;er	enforcer	10100010
wight	wight	10000
use;ful;ness	usefulness	1001001000
de;cor	decor	10100
han;dler	handler	1001000
af;fec;tion;ate	affectionate	101001000100
fo;li;age	foliage	1010100
gar;lic	garlic	100100
shop;ping	shopping	10001000
free;lance	freelance	100010000
en;act;ment	enactment	101001000
un;shaved	unshaved	10100000
sy;ringe	syringe	1010000
min;i;mize	minimize	10011000
im;peach	impeach	1010000
phar;ma;co;log;i;cal	pharmacological	100010101001100
work;load	workload	10001000
prob;lem	problem	1000100
blink	blink	10000
bare	bare	1000
wire;less	wireless	10001000
grasp	grasp	10000
rip;ple	ripple	100100
con;grat;u;late	congratulate	100100011000
un;a;ble	unable	101100
i;man	iman	1100
sep;a;rates	separates	100110000
spot;less	spotless	10001000
fish;er	fisher	100010
ta;bor	tabor	10100
float	float	10000
not	not	100
ord;nance	ordnance	10010000
un;con;strained	unconstrained	1010010000000
e;lec;tro;me;chan;i;cal	electromechanical	11001001010001100
com;mit;tee	committee	100100100
fire;work	firework	10001000
co;ex;ist	coexist	1010100
speak	speak	10000
gaunt;let	gauntlet	10000100
qua;tre	quatre	100100
cam;ber	camber	100100
corn;y	corny	10001
czar	czar	1000
ra;di;at;ed	radiated	10101010
moth;er	mother	100010
gear;ing	gearing	1000100
u;na;nim;i;ty	unanimity	110100110
bow;ing	bowing	100100
shock;ing	shocking	10000100
af;firm;a;tive	affirmative	10100011000
slap;ping	slapping	10001000
se;cure	secure	101000
black;mail	blackmail	100001000
ex;fo;li;at;ing	exfoliating	10101010100
vis;u;al;ized	visualized	1001101000
corpse	corpse	100000
wipe	wipe	1000
mus;tache	mustache	10010000
e;lev;enth	eleventh	11001000
gra;tu;i;tous	gratuitous	1001011000
ep;i;taph	epitaph	1011000
boast	boast	10000
walk	walk	1000
ex;cept;ing	excepting	101000100
ru;ral	rural	10100
bread	bread	10000
chin;chil;la	chinchilla	1000100010
dead;wood	deadwood	10001000
don;na	donna	10010
se;duc;ing	seducing	10100100
in;vol;un;tar;i;ly	involuntarily	1010010100110
in;ter;est;ed	interested	1010010010
test	test	1000
trike	trike	10000
race;way	raceway	1000100
e;ras;er	eraser	110010
du;ra;tion	duration	10101000
plank;ton	plankton	10000100
ban	ban	100
hand;writ;ing	handwriting	10001000100
buoy;ant	buoyant	1000100
neigh;bour;ing	neighbouring	100001000100
reap;er	reaper	100010
in;ter;nal	internal	10100100
lied	lied	1000
grand;par;ent	grandparent	10000100100
share	share	10000
as;cribed	ascribed	10100000
res;ur;rec;tion	resurrection	100101001000
blonde	blonde	100000
clas;si;fi;ca;tion	classification	10001010101000
nor;mal	normal	100100
plac;ard	placard	1000100
fries	fries	10000
ouch	ouch	1000
un;zip	unzip	10100
the;a;ter	theater	1001100
con;verse	converse	10010000
store;house	storehouse	1000010000
fan;cy	fancy	10010
crys;tal;lized	crystallized	100010010000
mast	mast	1000
pam;phlet	pamphlet	10010000
bough	bough	10000
knoll	knoll	10000
es;cap;ing	escaping	10100100
out;board	outboard	10010000
jag;ged	jagged	100100
crim;i;nal	criminal	10001100
ig;ni;tion	ignition	10101000
ki;osk	kiosk	10100
pat;i;na	patina	100110
ra;di;ant	radiant	1010100
ex;tra;ter;res;tri;al	extraterrestrial	1010010010010010
rob;ber;y	robbery	1001001
tak;ing	taking	100100
un;au;thor;ized	unauthorized	101010001000
flo;res	flores	100100
jan;i;tor	janitor	1001100
can;ta;ta	cantata	1001010
cry;o;gen;ic	cryogenic	100110010
shrew	shrew	10000
cit;i;zen;ry	citizenry	100110010
aer;o;plane	aeroplane	100110000
shep;herd	shepherd	10001000
vi;sion;ar;ies	visionaries	10100010100
to;night	tonight	1010000
rage	rage	1000
co;los;trum	colostrum	101001000
val;ue	value	10010
hon;ors	honors	100100
pe;o;ny	peony	10110
ex;em;pli;fied	exemplified	10101001000
con;tain;er	container	100100010
mul;ti;col;ored	multicolored	100101001000
rock;et	rocket	100010
child;ish	childish	10000100
cou;lee	coulee	100100
a;cute;ly	acutely	1100010
sor;cer;ess	sorceress	100100100
ma;ni;a	mania	10101
mir	mir	100
mon;o;tone	monotone	10011000
pus	pus	100
coun;ter;pro;duc;tive	counterproductive	10001001001001000
stop;page	stoppage	10001000
ren;o;vat;ing	renovating	1001100100
stom;ach	stomach	1000100
twain	twain	10000
pay	pay	100
jig;saw	jigsaw	100100
pen;ta;gram	pentagram	100101000
us;a;ble	usable	101100
met;a;mor;pho;sis	metamorphosis	1001100100100
priv;i;lege	privilege	100011000
in;cip;i;ent	incipient	101001100
for;ward	forward	1001000
syc;a;more	sycamore	10011000
here;un;der	hereunder	100010100
whis;per;ing	whispering	1000100100
dow	dow	100
vet;ting	vetting	1001000
ex;pen;sive	expensive	101001000
pic;tured	pictured	10010000
art;ist	artist	100100
feet	feet	1000
re;deem	redeem	101000
ad;mi;ral	admiral	1010100
em;u;la;tor	emulator	10110100
avg	avg	100
vic;tor	victor	100100
chev;ron	chevron	1000100
brook	brook	10000
u;ti;li;za;tion	utilization	11010101000
sub;ti;lis	subtilis	10010100
goof;y	goofy	10001
op;er;ate	operate	1010100
loin	loin	1000
tea;cup	teacup	100100
cor;o;nar;y	coronary	10011001
de;cid;ing	deciding	10100100
af;ter;care	aftercare	101001000
pre;scrib;ing	prescribing	10010000100
en;coun;ter	encounter	101000100
in;spec;tor;ate	inspectorate	101000100100
stig;ma	stigma	100010
cour;te;ous	courteous	100010100
fan;ta;sy	fantasy	1001010
re;frac;tive	refractive	1010001000
sec;ond;ly	secondly	10010010
place	place	10000
leath;er	leather	1000010
mag;da;len	magdalen	10010100
pay;ee	payee	10010
hand;i;cap;ping	handicapping	100011001000
bless	bless	10000
hi;lar;i;ous	hilarious	101001100
touched	touched	1000000
vague	vague	10000
sperm	sperm	10000
nu;cle;us	nucleus	1010010
re;gard;less	regardless	1010001000
har;vest;er	harvester	100100010
wild;ly	wildly	100010
po;ten;ti;om;e;ter	potentiometer	1010010101100
scrap;book	scrapbook	100001000
jew;el	jewel	10010
full;ness	fullness	10001000
ga;ble	gable	10100
un;buf;fered	unbuffered	1010010000
cam;paign	campaign	10010000
vo;ca;tion;al	vocational	1010100010
il;lus;trat;ing	illustrating	101001000100
be;cause	because	1010000
inn;keep;er	innkeeper	100100010
turn;ing	turning	1000100
ap;ne;a	apnea	10101
in;flat;a;ble	inflatable	1010001100
last;ly	lastly	100010
ge;om;e;try	geometry	10101100
kneel;ing	kneeling	10000100
din;ning	dinning	1001000
girth	girth	10000
yel;lows	yellows	1001000
bik;ing	biking	100100
u;su;al	usual	11010
bap;tized	baptized	10010000
guid;ing	guiding	1000100
hat;ter	hatter	100100
in;ter;state	interstate	1010010000
var;na	varna	10010
ruck;sack	rucksack	10001000
biol	biol	1000
hal;cy;on	halcyon	1001010
short;age	shortage	10000100
un;set;tled	unsettled	101001000
game	game	1000
firsts	firsts	100000
doll;house	dollhouse	100010000
ber;tha	bertha	100100
ma;ri;jua;na	marijuana	101010010
croup;i;er	croupier	10000110
skate;park	skatepark	100001000
gen;i;ta;lia	genitalia	100110100
ex;plor;a;to;ry	exploratory	10100011010
res;in	resin	10010
spare	spare	10000
en;larg;ing	enlarging	101000100
men;ac;ing	menacing	10010100
e;vap;o;rate	evaporate	110011000
cert	cert	1000
as;par;a;gus	asparagus	101001100
lac;tat;ing	lactating	100100100
honk;y	honky	10001
cut;out	cutout	100100
change	change	100000
neu;ron	neuron	100100
ex;qui;site;ly	exquisitely	10100100010
nau;se;a	nausea	100101
par;rot	parrot	100100
val;our	valour	100100
au;to;pi;lot	autopilot	101010100
in;flam;ma;to;ry	inflammatory	101000101010
nae	nae	100
stemmed	stemmed	1000000
grad;ed	graded	100010
boil;er	boiler	100010
chap;el	chapel	100010
sol	sol	100
ca;the;dral	cathedral	101001000
pre;clud;ed	precluded	100100010
hem;a;to;log;ic	hematologic	10011010010
lu;mi;nes;cence	luminescence	101010010000
side;line	sideline	10001000
sen;ti;nel	sentinel	10010100
pas;sion	passion	1001000
con;tempt	contempt	10010000
cen;tral;ly	centrally	100100010
met;ric	metric	100100
weird;ness	weirdness	100001000
fresh;ly	freshly	1000010
jus;ti;fy	justify	1001010
a;pex	apex	1100
gripe	gripe	10000
scor;ing	scoring	1000100
lo;cal;ly	locally	1010010
as;sas;si;na;tion	assassination	1010010101000
ge;od;e;sy	geodesy	1010110
al;pac;a	alpaca	101001
hive	hive	1000
che;la;tion	chelation	100101000
un;an;tic;i;pat;ed	unanticipated	1010100110010
bul;let	bullet	100100
mul;ti;dis;ci;pli;nar;y	multidisciplinary	10010100101001001
se;pi;a	sepia	10101
pub;lish	publish	1001000
sec;re;tar;i;at	secretariat	10010100110
ex;er;cise	exercise	10101000
pre;cious	precious	10010000
in;voice	invoice	1010000
black;wood	blackwood	100001000
ma;ter;nal	maternal	10100100
for;ay	foray	10010
af;firm	affirm	101000
ar;cade	arcade	101000
un;seen	unseen	101000
clot	clot	1000
ob;jec;tiv;i;ty	objectivity	10100100110
wil;ly	willy	10010
in;laid	inlaid	101000
in;fu;sion	infusion	10101000
com;pass	compass	1001000
ver;bose	verbose	1001000
ven;ti;la;tor	ventilator	1001010100
de;tec;tion	detection	101001000
side;show	sideshow	10001000
group;ing	grouping	10000100
con;tem;po;rar;ies	contemporaries	10010010100100
im;pu;ri;ty	impurity	10101010
desk	desk	1000
mug	mug	100
in;ter;ra;cial	interracial	10100101000
fink	fink	1000
re;join	rejoin	101000
de;mean;or	demeanor	10100010
be;reave;ment	bereavement	10100001000
lit;er;ate	literate	10010100
un;test;ed	untested	10100010
gen;tle;man	gentleman	100100100
kick	kick	1000
feud	feud	1000
re;la;tion	relation	10101000
mov;ie	movie	10010
brac;es	braces	100010
blaz;ing	blazing	1000100
lo;co	loco	1010
col;lar	collar	100100
bed;rock	bedrock	1001000
ex;pe;dite	expedite	10101000
ex;clu;siv;i;ty	exclusivity	10100100110
re;dress	redress	1010000
hang;man	hangman	1000100
ban;dan;a	bandana	1001001
ni;tric	nitric	101000
inst	inst	1000
mon;gol	mongol	100100
the;sau;rus	thesaurus	100100100
rad	rad	100
set;tler	settler	1001000
pome;gran;ate	pomegranate	10001000100
dis;con;tin;u;ance	discontinuance	10010010011000
shop;girl	shopgirl	10001000
sim;plex	simplex	1001000
con;vent	convent	1001000
rove	rove	1000
in;tra;mu;ral	intramural	1010010100
e;val;u;a;tive	evaluative	1100111000
birch	birch	10000
cost;ly	costly	100010
in;con;ven;ience	inconvenience	1010010010000
quest	quest	10000
ex;cite;ment	excitement	1010001000
scope	scope	10000
gat;ed	gated	10010
ar;range;ment	arrangement	10100001000
head;ache	headache	10001000
ex;press;way	expressway	1010000100
con;gre;ga;tion	congregation	100100101000
dis;ap;point;ment	disappointment	10010100001000
bi;og;ra;phy	biography	101010100
mod;u;lat;ed	modulated	100110010
di;a;bet;ic	diabetic	10110010
found;ry	foundry	1000010
es;ti;ma;tion	estimation	1010101000
nas;cent	nascent	1001000
ma;te;ri;al;i;ty	materiality	10101010110
pro;pel;lant	propellant	1001001000
gourde	gourde	100000
rich	rich	1000
tune	tune	1000
un;pre;pared	unprepared	1010010000
di;lut;ed	diluted	1010010
lib;er;a;tion	liberation	1001011000
road;run;ner	roadrunner	1000100100
ad;mit;ted;ly	admittedly	1010010010
li;no	lino	1010
plas;tics	plastics	10001000
clung	clung	10000
smut	smut	1000
fin;i;al	finial	100110
spu;tum	sputum	100100
har;ass	harass	100100
moc;ca;sin	moccasin	10010100
re;vue	revue	10100
ya;hoo	yahoo	10100
e;rec;tion	erection	11001000
in;sig;nif;i;cant	insignificant	1010010011000
ro;maine	romaine	1010000
per;verse	perverse	10010000
crank;y	cranky	100001
me;ri;no	merino	101010
fat;ter	fatter	100100
par;a;graph	paragraph	100110000
exec	exec	1000
in;ci;dent	incident	10101000
met;al;work;ing	metalworking	100101000100
hair;style	hairstyle	100010000
guide	guide	10000
won	won	100
cross;walk	crosswalk	100001000
un;leash	unleash	1010000
pre;serv;a;tive	preservative	100100011000
bore	bore	1000
fi;nanced	financed	10100000
clas;si;cal;ly	classically	10001010010
ham;ster	hamster	1001000
prob;a;bil;i;ty	probability	10001100110
in;sta;bil;i;ty	instability	10100100110
spen;cer	spencer	1000100
milk	milk	1000
na;vy	navy	1010
ar;tis;tic	artistic	10100100
key;ing	keying	100100
or;di;nance	ordinance	101010000
black;ness	blackness	100001000
ir;ra;di;a;tion	irradiation	10101011000
in;ac;tion	inaction	10101000
crept	crept	10000
cli;en;tele	clientele	100101000
de;cep;tion	deception	101001000
af;fect;ed	affected	10100010
zir;con	zircon	100100
prom;ised	promised	10001000
un;sold	unsold	101000
ex;te;ri;or	exterior	10101010
wed;ding	wedding	1001000
cat;a;log	catalog	1001100
ter	ter	100
raid;er	raider	100010
quad;ran;gle	quadrangle	1000100100
cou;ture	couture	1001000
fo;ren;sic	forensic	10100100
er;rant	errant	101000
a;cre	acre	1100
e;nu;mer;a;tor	enumerator	1101001100
man;or	manor	10010
in;ane	inane	10100
for;ward;er	forwarder	100100010
cen;ten;ni;al	centennial	1001001010
vi;o;lat;ing	violating	101100100
amp	amp	100
late;ly	lately	100010
grove	grove	10000
ger;man	german	100100
en;ti;tle;ment	entitlement	10101001000
pher;o;mone	pheromone	100011000
pe;cu;ni;ar;y	pecuniary	101010101
e;mis;sion	emission	11001000
bold;ness	boldness	10001000
oc;curred	occurred	10100000
